contrast-1-0,correlation-1-0,dissimilarity-1-0,contrast-1-45,correlation-1-45,dissimilarity-1-45,contrast-1-90,correlation-1-90,dissimilarity-1-90,contrast-1-135,correlation-1-135,dissimilarity-1-135,Class
7.18188042,0.9981733,1.02822711,21.5071304,0.99453757,1.47559555,18.29565957,0.99534839,1.19836747,21.61204567,0.99451092,1.44870034,1
5.56852456,0.99824569,0.94959926,16.14660826,0.99492046,1.33637942,12.86301935,0.9959493,1.08095907,14.88730629,0.99531662,1.34912587,1
5.48676101,0.99844059,0.92215704,14.66388327,0.99583825,1.29976068,11.92924667,0.9966109,1.02615678,14.70276775,0.99582721,1.26708427,1
8.28500185,0.99805641,1.11926085,20.12014958,0.99528663,1.49530918,16.86196405,0.99604587,1.21044843,21.66210043,0.99492541,1.53136004,1
5.39457982,0.99838218,0.89382,14.93840603,0.99552652,1.25967283,12.44798355,0.99626843,0.98656856,15.79399976,0.9952703,1.24101771,1
4.12625351,0.99871309,0.8306219,13.23861097,0.99587714,1.19996021,11.32642726,0.99646899,0.96090374,13.95242538,0.99565484,1.19352614,1
4.8041632,0.99843003,0.84577972,12.25017336,0.99600249,1.20982089,10.13099611,0.99669062,0.95931211,13.27632491,0.99566763,1.18817182,1
5.65718628,0.99835017,0.93302401,14.42420221,0.99579954,1.28006251,12.46009924,0.99636771,1.01942369,16.35650254,0.99523683,1.31021628,1
16.38143533,0.99727922,1.57027562,37.31385536,0.99381074,2.17257052,29.94494498,0.99502813,1.76003789,38.44174475,0.99362365,2.12774839,1
4.10867352,0.99865501,0.77859545,13.00009658,0.99575067,1.14398325,11.78955735,0.99614233,0.92375988,14.8793598,0.99513639,1.13498019,1
3.55520843,0.99879116,0.77994924,11.6177921,0.99605563,1.14076332,10.04903383,0.99658461,0.90531624,12.39739199,0.99579094,1.12747217,1
6.95012574,0.9985924,0.98474961,20.47764881,0.99585835,1.39892373,15.07741311,0.99694753,1.11628365,18.15202052,0.99632872,1.36706438,1
7.37008046,0.99851313,1.06834328,15.99839486,0.99677703,1.44917551,13.12862506,0.99735242,1.16500301,17.62797535,0.99644874,1.44491253,1
8.12356521,0.99797681,0.95934,15.68435987,0.9960993,1.29420548,15.08644586,0.99624418,1.02994197,23.51639808,0.99415147,1.33265149,1
6.54348329,0.99849023,0.93303172,15.30294391,0.99647422,1.31305376,11.14242692,0.99743012,1.05522094,14.99716638,0.99654467,1.31331066,1
10.03476658,0.99805314,1.17757413,21.68558062,0.99579846,1.55293956,15.76240122,0.99694305,1.21052368,20.6621719,0.99599674,1.5376956,1
10.94807962,0.99764645,1.27915664,20.58846117,0.99558018,1.67496663,15.58611981,0.99665068,1.34018667,22.07437132,0.9952612,1.66399337,1
6.33305178,0.99831316,0.94343007,13.18184206,0.9964939,1.25426443,10.31274501,0.99725423,0.98551712,14.16421647,0.99623261,1.2655873,1
6.41124765,0.99838109,0.97357987,14.75110727,0.99628049,1.31690338,12.14588414,0.99693427,1.02085327,15.83250179,0.99600782,1.2711174,1
8.51240589,0.99810664,1.12360571,21.30582388,0.99526758,1.63053275,17.85171202,0.99603084,1.35414287,23.67954059,0.99474033,1.63764866,1
12.05090407,0.99770301,1.21665278,23.95760972,0.9954397,1.59050671,18.95369413,0.99638865,1.27834455,25.32223645,0.99517995,1.61015273,1
12.01906685,0.99777724,1.33218203,21.63494059,0.99600446,1.74004902,16.66661008,0.99691889,1.39798509,23.90649066,0.99558495,1.7424886,1
8.88542727,0.99793485,1.06875598,19.6954355,0.99542893,1.42527423,14.32765812,0.9966713,1.12274856,18.1077682,0.99579741,1.4117146,1
8.88526721,0.9980442,1.11510691,18.69164189,0.99589146,1.4578077,14.66083197,0.99677417,1.13313179,19.84515745,0.99563791,1.4314147,1
5.46347851,0.9983182,0.88397899,11.63366576,0.99642404,1.16605532,8.43431867,0.99740477,0.89817223,11.58063444,0.99644034,1.17813731,1
6.66605148,0.99841717,1.00251666,15.47352298,0.99633108,1.34015178,11.62308232,0.99724123,1.06748904,15.47088058,0.9963317,1.35947137,1
6.69265096,0.99828622,1.01444815,14.43570279,0.99630885,1.33743406,12.36979295,0.9968338,1.05017016,16.91034222,0.99567609,1.32690506,1
6.47183846,0.9981478,0.88764116,12.95583267,0.99629751,1.18669031,9.61888621,0.99724827,0.9183136,13.78421249,0.99606078,1.18934236,1
6.2097874,0.9981915,0.90950816,12.34043572,0.99641128,1.20527396,10.04188596,0.99707666,0.91950588,14.77266555,0.99570396,1.18543865,1
8.06031118,0.99776911,1.07105279,17.60389057,0.99513447,1.44707396,12.851249,0.99644449,1.15919982,16.96204074,0.99531187,1.4450574,2
5.92114073,0.99852705,0.91764633,19.94974242,0.99504417,1.34336399,16.41588661,0.99591815,1.09261753,18.95758654,0.99529063,1.32429937,2
8.63519393,0.99730913,1.05367336,17.38479235,0.99459041,1.39586025,13.17240747,0.99589708,1.08875131,18.0851437,0.99437248,1.39345931,2
10.15526358,0.99701828,1.0648296,19.44105904,0.99430012,1.41871462,14.33494683,0.99579298,1.11075634,20.30159953,0.99404782,1.4110598,2
10.43344249,0.99690056,1.15857671,21.70006934,0.99356292,1.53634543,15.90793616,0.99527642,1.21752686,19.92859171,0.99408841,1.50811164,2
10.23418456,0.99709514,1.17521946,21.5677045,0.9938871,1.55927512,17.39593816,0.99506455,1.26938318,23.3051459,0.99339466,1.58064217,2
6.08764734,0.9980758,0.96908459,16.74373253,0.99471529,1.41540197,13.78955735,0.99564333,1.14342048,16.99246687,0.99463678,1.3880258,2
8.52691768,0.99713966,0.99221281,20.49332545,0.99313552,1.37792754,14.21624005,0.99523335,1.09785352,17.24349591,0.99422409,1.37371864,2
7.22816964,0.99757688,1.02752708,17.62839643,0.99409888,1.44252511,13.78878565,0.99537962,1.13962372,17.56857757,0.9941189,1.4029723,2
6.49492232,0.99746843,1.0168491,16.88991391,0.99342632,1.39762764,13.95171472,0.99456444,1.11992607,17.34883613,0.9932477,1.41867019,2
5.84606128,0.99767323,0.9744014,16.46627958,0.99345596,1.3900385,13.69526523,0.99455168,1.09654548,17.00422435,0.99324217,1.35798406,2
5.72205252,0.99732609,0.96577725,14.43787774,0.99326325,1.33861618,10.99208429,0.994866,1.06900736,13.43740644,0.99373007,1.35135876,2
8.20456895,0.99816284,1.0933267,16.92744436,0.99621491,1.51356833,11.57703304,0.99740876,1.19273792,16.60908264,0.9962861,1.47303622,2
5.89778109,0.99758318,0.96245063,18.05338672,0.99261277,1.39955342,15.48690039,0.9936567,1.13333436,19.10451544,0.99218266,1.40638539,2
5.75408259,0.99846754,0.91700029,17.23293215,0.99541696,1.31365641,13.12408168,0.9965062,1.03434838,15.63260339,0.99584256,1.27705118,2
8.83166713,0.99753909,1.10399503,16.28165412,0.99546962,1.43476019,11.23172807,0.99687166,1.10344448,17.55865895,0.99511429,1.4495174,2
7.92248295,0.9979369,0.97837792,14.10743211,0.99633139,1.29620272,10.18164087,0.99734973,1.03017927,16.42376375,0.99572903,1.33356126,2
4.8899052,0.99906263,0.89851392,13.32922102,0.99744843,1.38042699,9.45367484,0.99818853,1.10610878,13.00769731,0.99750998,1.36211376,2
4.70528634,0.99891636,0.86587831,18.96962989,0.9956373,1.3410519,15.22773452,0.99649454,1.087451,17.07059123,0.99607405,1.29509014,2
5.54683498,0.9985248,0.89313925,14.92050615,0.99603741,1.26861021,10.50980252,0.99720612,0.9959505,12.73548665,0.99661771,1.21430406,2
9.40999992,0.99775144,1.12892059,19.17873803,0.99542356,1.51437186,14.07878095,0.99663726,1.22649208,18.78707122,0.99551702,1.52327448,2
4.89854284,0.99870059,0.92083218,12.0688026,0.99680304,1.29768038,8.07234111,0.99785957,0.99739744,11.30946876,0.99700418,1.24616341,2
7.94532383,0.9978358,1.08140486,17.22741944,0.99531404,1.46603427,13.21514423,0.99640185,1.18579647,17.24987783,0.99530793,1.45966588,2
3.76648462,0.99914922,0.83223796,9.86446545,0.99777481,1.1907949,7.08690309,0.99839983,0.92069044,10.13897082,0.99771288,1.15206108,2
7.09688281,0.99811004,0.95919729,14.19768289,0.99622426,1.30763763,11.39921402,0.99696545,1.03763003,16.76455102,0.99554163,1.31792325,2
6.75599371,0.99814723,1.00354068,14.43076763,0.99604789,1.38312154,10.70108964,0.99706654,1.10084964,15.57722715,0.99573392,1.37794685,2
6.30451804,0.99877624,1.04248048,15.15563836,0.99706193,1.47087093,12.17898622,0.99763682,1.17684861,18.39443282,0.99643406,1.48744382,2
9.93865516,0.99812128,1.066895,19.38139278,0.99634102,1.44053365,15.38259932,0.9970933,1.15415676,23.92851445,0.99548258,1.47554533,2
6.236869,0.99870629,0.95681562,15.19102669,0.99685317,1.33300497,10.58117515,0.99780598,1.04820425,14.78676023,0.99693692,1.3284735,2
5.45362014,0.99862923,0.90617961,11.55911287,0.99709859,1.25255692,8.47234226,0.99787134,0.9989312,12.57904283,0.99684258,1.26558537,2
5.68852981,0.99825965,0.88202158,15.6141704,0.99522979,1.28645215,12.80289426,0.99608465,1.06996427,16.05358954,0.99509554,1.30015279,2
7.29432796,0.99774915,0.92719229,19.18811195,0.99408761,1.34516808,15.43231032,0.99523993,1.08701692,18.91480029,0.99417182,1.30663514,2
7.98247979,0.99795425,1.08861929,18.70933509,0.9952121,1.57356682,14.90761205,0.996181,1.32826198,18.55134795,0.99525253,1.57177819,2
8.08095938,0.99775182,1.02811912,20.56314213,0.99428732,1.48262841,15.49992862,0.99568954,1.20753141,19.66772903,0.99453608,1.46230247,2
6.63291061,0.99775352,0.95179965,14.85766245,0.99497507,1.30766467,9.92981194,0.99663826,1.0071826,13.34172988,0.99548777,1.25654755,2
11.23168333,0.99807837,1.34450307,21.86382417,0.99626415,1.8314742,16.20032373,0.99722919,1.48770874,23.61384203,0.99596513,1.82260248,2
7.27114382,0.99779132,0.99558379,14.02135932,0.99574692,1.31213626,10.4453424,0.9968284,1.06669998,16.01981793,0.99514073,1.38920599,2
10.50690587,0.99753779,1.25673617,22.80416756,0.99466364,1.7653758,17.97443936,0.99578954,1.4805628,24.09226154,0.99436221,1.81396063,2
5.11495264,0.99870075,0.91105094,16.92234114,0.9957075,1.36924126,13.20632756,0.99664677,1.11705728,16.0658048,0.99592476,1.3765426,2
10.86173015,0.99801323,1.29982991,25.78848126,0.99528933,1.87710179,20.09334679,0.99632614,1.59397186,26.08668123,0.99523486,1.92292255,2
6.6603644,0.9981477,0.96892067,20.39156251,0.99433668,1.41781064,15.70008064,0.9956356,1.14583398,18.43414015,0.99488032,1.40156032,2
8.97770102,0.99772501,1.18845652,21.03575919,0.99467656,1.73797451,15.86789843,0.99598031,1.40857089,20.68572356,0.99476514,1.67213881,2
9.96054144,0.99776314,1.17604099,26.22877733,0.99411769,1.68359496,21.464687,0.99518128,1.39931627,28.19761721,0.99367614,1.72528215,2
6.8000999,0.9982638,1.06530401,14.74027115,0.99624171,1.52390997,10.44882663,0.99733315,1.2145423,15.2629932,0.99610843,1.52589176,2
8.18934748,0.99814901,1.06106521,23.65507723,0.99466066,1.53521932,19.43358169,0.99560904,1.27380888,24.1138372,0.9945571,1.55992799,2
9.01968589,0.99771586,1.08451742,25.16090962,0.9936369,1.60077495,19.56017718,0.99504838,1.30996496,22.74938431,0.99424677,1.56278092,2
11.93910835,0.99784194,1.23245665,28.31897016,0.99488773,1.73008791,19.23702,0.99652397,1.3501937,24.46569045,0.99558334,1.64430099,2
6.39936823,0.9980398,1.00587028,15.971772,0.99511456,1.46138111,13.60800523,0.99583332,1.21579246,17.41465638,0.99467321,1.46134248,2
10.27140802,0.99771293,1.21919644,28.25573049,0.99371682,1.75643455,21.78012525,0.99515206,1.43025566,24.84107797,0.99447614,1.69012368,2
7.07450284,0.99796141,1.01935226,16.53401209,0.99524229,1.45237033,14.35397503,0.99586526,1.21112946,19.33847711,0.99443529,1.47469158,2
12.34933583,0.99713203,1.26623392,24.79035102,0.99425086,1.75517516,19.2280297,0.99553622,1.45390635,25.45833502,0.99409595,1.74810561,2
8.45561997,0.99800703,1.07800495,23.62028383,0.99444048,1.52848007,20.55571483,0.99515678,1.28778051,25.92273325,0.99389855,1.57641782,2
9.12365971,0.99766165,1.11812112,22.13148211,0.9943357,1.60588589,18.54526986,0.99524873,1.32003372,23.8917914,0.99388517,1.58960467,2
7.78557461,0.99812005,1.09195555,18.13997717,0.99562584,1.58809611,14.29344093,0.99654988,1.32258805,18.08731865,0.99563854,1.56259163,2
7.2747925,0.99811431,0.96005353,22.3691582,0.99420971,1.40325624,17.94439128,0.99535028,1.14301534,21.15899929,0.99452296,1.37352742,2
11.65779375,0.99729714,1.26720394,26.57011703,0.99384837,1.8331875,20.86082387,0.99516515,1.52799728,26.12255825,0.99395199,1.80896365,2
7.09082547,0.99811829,0.9538072,21.61761053,0.99427131,1.42614537,18.21223685,0.99516875,1.17219718,22.12921252,0.99413574,1.41504463,2
12.62034659,0.99744561,1.35741036,25.47463556,0.99485058,1.82561767,19.38195881,0.99607835,1.51718769,26.53968512,0.99463529,1.85994557,2
7.50859136,0.99803242,1.06216059,24.21561174,0.99366325,1.58483755,18.66184097,0.99511165,1.29492067,20.21508828,0.99471011,1.52213292,2
6.69311765,0.99808966,1.05061866,17.30137161,0.9950689,1.5197397,14.47383743,0.99587055,1.24748233,18.45062032,0.99474135,1.51271844,2
6.94303473,0.99816058,1.03031758,16.01690512,0.99576262,1.40317126,11.08494297,0.99706426,1.07695973,15.66137995,0.99585668,1.38143721,2
6.36793985,0.99762009,0.90338139,16.45152623,0.9938602,1.3069384,11.90704292,0.99555147,1.02850468,14.48167807,0.99459535,1.25196199,2
6.69941027,0.99762446,0.96705583,16.09926542,0.99429956,1.40008653,12.26219865,0.99565349,1.13482953,15.7856264,0.99441061,1.35598681,2
8.95629686,0.99765682,1.11617143,14.26039524,0.9962746,1.44236672,11.79328081,0.99691596,1.15614582,18.21716665,0.99524093,1.46174039,2
7.95277932,0.99745501,1.02929356,16.32326791,0.99478387,1.38896647,12.60876343,0.99596675,1.1038014,16.33994317,0.99477854,1.36452243,2
8.01198934,0.99811771,1.0706806,26.45364903,0.99379368,1.60819991,21.47238857,0.99495742,1.33595969,24.09695526,0.99434659,1.59419794,2
5.69765922,0.99835548,0.9378317,15.96160228,0.99539951,1.38872503,13.48440394,0.99610968,1.13006621,16.95649327,0.99511277,1.37081549,2
5.72776466,0.99785203,0.9278364,15.36397386,0.99424656,1.35403013,11.79171618,0.99557999,1.07733015,14.2670495,0.99465733,1.29900737,2
11.64975585,0.99797111,1.25044934,22.18286773,0.99614168,1.71851779,15.78405899,0.99725208,1.39203914,22.51571431,0.99608378,1.69710245,2
6.96850605,0.99774459,0.93896564,21.27849214,0.99312273,1.36946532,14.62024054,0.99527008,1.09251721,15.75540502,0.9949078,1.3344266,2
4.11858396,0.99883949,0.80124927,12.3654689,0.99652058,1.23826522,8.91488725,0.99748911,0.98257694,10.61775926,0.99701236,1.16276006,2
6.4294544,0.99821302,0.95944221,15.90486621,0.9955856,1.34014406,12.64861596,0.99648601,1.08447223,16.87488242,0.99531637,1.36992504,2
8.00665324,0.99747327,1.03866981,16.09330652,0.99492857,1.39808736,11.82076105,0.9962712,1.09023491,16.49815438,0.99480099,1.3658668,2
8.21068415,0.99776994,1.00418672,18.12626301,0.99508383,1.34375996,11.44565494,0.9968925,1.02819985,14.63627338,0.99603038,1.29947094,2
7.07543429,0.9980368,1.0867236,18.16151999,0.99496789,1.5825158,15.47149532,0.99570902,1.28532651,19.61900512,0.99456405,1.54685704,2
6.12159431,0.99837429,0.93737851,14.06424023,0.99627002,1.31389013,11.35716987,0.99698515,1.04218113,16.31601099,0.99567283,1.29454157,2
8.18890007,0.99816302,1.0593913,17.16270018,0.99615517,1.46873074,12.90780691,0.99710562,1.16652326,18.17458515,0.99592849,1.43272238,2
6.99873299,0.99786768,0.97603868,13.98932613,0.995744,1.29698115,9.98017116,0.99696057,1.01240122,14.1455401,0.99569648,1.28654679,2
6.34003865,0.99817158,0.92233832,13.63059069,0.99607454,1.23882151,10.17213352,0.99706766,0.97527665,13.60957133,0.99608059,1.22465536,2
8.30464146,0.99791344,1.01484541,17.03527051,0.9957258,1.36475035,12.46763875,0.99686882,1.08318157,16.81387371,0.99578135,1.33625967,2
7.81054645,0.99783849,1.04347172,18.51199603,0.99488412,1.47101386,14.2860712,0.99604808,1.18622477,19.2657708,0.99467581,1.48600866,2
5.62842112,0.99801054,0.90549693,14.59124843,0.99484988,1.22923898,11.03085643,0.99610255,0.96861881,13.35451882,0.99528639,1.21863658,2
8.09941104,0.99741199,1.06021668,18.86003635,0.99398243,1.46761623,15.03673486,0.99519731,1.18233925,19.01902212,0.99393171,1.43733883,2
7.58261594,0.9974154,1.02486192,17.74452061,0.99396047,1.37808593,13.47870686,0.99540766,1.11104187,16.66715535,0.99432716,1.37936077,2
8.10998295,0.99729919,1.02383404,17.28937848,0.9942508,1.35227819,12.98862514,0.99567631,1.05684344,17.56901604,0.99415781,1.35579365,2
8.47861705,0.99771051,1.05984063,20.4295179,0.99449129,1.48057514,13.83255649,0.99626635,1.1559529,18.56663634,0.9949936,1.43786809,2
8.15645538,0.99763644,0.99232659,17.01446361,0.99507666,1.37019352,11.60564383,0.99663844,1.05690324,17.34848652,0.99498001,1.3447354,2
7.30669143,0.99820936,0.95534612,15.84316793,0.99612286,1.33958776,10.52982235,0.99742052,1.0486557,15.82132572,0.99612821,1.3296363,2
3.61340214,0.99889542,0.75367953,11.4600831,0.99650187,1.1755857,7.77236194,0.99762508,0.9261888,10.16132104,0.99689831,1.12799949,2
11.3956212,0.99720984,1.28071099,22.89419814,0.99440227,1.72317867,18.07927097,0.99557516,1.38675878,25.89136066,0.99366946,1.72361521,2
5.90560492,0.99840635,0.94750687,14.88548675,0.9959886,1.3647407,10.66356958,0.99712362,1.1070734,13.92253044,0.9962481,1.34677901,2
8.22004304,0.99742941,1.10718088,18.60017616,0.99419161,1.51919113,13.5214359,0.99577335,1.21803039,18.53930653,0.99421062,1.53722236,2
3.37153453,0.99876795,0.6941841,7.85304406,0.99713445,1.00773401,4.24723345,0.99844867,0.7716732,6.03696063,0.99779713,0.95973445,2
7.16041262,0.99748363,0.95027037,13.68769376,0.99519667,1.26415794,10.40788022,0.99634412,0.99200326,14.16010029,0.99503089,1.24674095,2
7.5544544,0.99809791,1.03773065,14.48799045,0.99635727,1.3897449,10.06541317,0.99746673,1.06669033,16.49259339,0.99585325,1.38319494,2
7.38074686,0.99777618,0.93114181,14.71963231,0.99557127,1.23425334,9.64405135,0.99709551,0.94555462,14.90374783,0.99551588,1.24655552,2
9.93438165,0.99730941,1.10634392,19.71988727,0.99466679,1.45650196,14.07438611,0.99618974,1.12944692,20.99849724,0.994321,1.45204582,2
8.43365076,0.99771758,1.03365385,19.10467769,0.99483708,1.39985281,13.89028159,0.99624261,1.11691837,17.93566126,0.995153,1.38145459,2
10.53095012,0.99689042,1.18414059,20.35775806,0.99399739,1.5715039,14.9823763,0.9955778,1.24263991,21.70462592,0.99360025,1.54848149,2
8.77638735,0.99685257,1.00224668,18.02217831,0.99354621,1.34352044,12.42630456,0.99554568,1.04753866,17.0677016,0.99388801,1.32308248,2
11.83600813,0.9965333,1.20029737,22.61013535,0.99338731,1.58516978,16.58566644,0.99514427,1.25733115,23.6010048,0.99309751,1.5574633,2
8.14991399,0.99865531,1.12972284,20.70275616,0.99658887,1.6402022,15.81924852,0.99739099,1.3553255,20.43362056,0.99663322,1.63544473,2
11.57345375,0.99669666,1.20945764,22.76412993,0.99351201,1.57051107,16.0383998,0.9954243,1.24410807,21.64535949,0.99383087,1.56696857,2
8.94171372,0.99682639,1.12275525,19.97165418,0.99292192,1.54251294,15.71713522,0.99442413,1.26519671,19.66678642,0.99302997,1.56048428,2
5.89008262,0.99797016,0.96788508,17.2206261,0.99407404,1.42228996,13.83362336,0.9952348,1.13478709,16.71771425,0.9942471,1.36561377,2
6.61624664,0.99780179,1.00846794,16.31679135,0.99458663,1.40372175,12.59344711,0.99581776,1.12217751,15.51978606,0.99485105,1.38080558,2
6.57837908,0.99810149,1.00446057,16.76285896,0.9951691,1.43813271,13.05339394,0.99623441,1.14904232,16.09276568,0.99536222,1.38178103,2
10.52558703,0.99731553,1.17808711,19.58834528,0.9950111,1.57151742,13.84071915,0.99647145,1.23043161,20.63482856,0.99474457,1.55704995,2
12.79232621,0.99732576,1.28039665,25.5307091,0.9946701,1.74925876,19.22399177,0.99598279,1.39812207,27.08062382,0.99434654,1.71940631,2
8.6875135,0.99717582,1.08864822,18.57534387,0.99397017,1.44964681,14.44529224,0.9953062,1.14940309,19.25167419,0.99375063,1.46096003,2
10.95855704,0.99719674,1.20041115,24.02787452,0.9938623,1.60728628,17.30141838,0.99557606,1.24646947,21.31897209,0.99455426,1.54140421,2
8.38502615,0.99728957,1.08886999,19.20186667,0.993802,1.48327355,13.60213452,0.99560506,1.15488023,17.14777686,0.99446502,1.42844974,2
9.62398562,0.99742577,1.09068083,19.45817857,0.99480244,1.4745158,13.1761888,0.99647692,1.14790985,18.34423126,0.99509999,1.44273565,2
7.99665602,0.99814746,1.03937564,21.33760211,0.99506319,1.53862855,13.8264234,0.99679837,1.2131571,18.18874936,0.99579172,1.50233044,2
8.11827733,0.9973957,1.00830016,15.09358467,0.99516496,1.31748092,10.66579014,0.99657982,1.02065263,15.69440984,0.99497249,1.3157174,2
8.32828651,0.99708152,1.01148794,17.57888251,0.9938488,1.39493503,12.77157288,0.9955263,1.12770481,17.1772681,0.99398933,1.39441544,2
8.90584406,0.99663771,1.00932997,18.93461049,0.99286192,1.35772909,13.79174512,0.99479524,1.06406655,16.3404222,0.99383989,1.30267735,2
7.72606568,0.99732435,1.01929827,15.19560838,0.99474522,1.3622876,11.03453358,0.99618012,1.09880078,16.26670182,0.99437483,1.4084966,2
9.45699883,0.99673598,0.97378815,16.69835411,0.99424482,1.28918725,12.35501296,0.99573911,1.0350622,19.10795557,0.99341442,1.32689927,2
13.47989563,0.99704814,1.36644335,25.38180034,0.99444893,1.80875504,21.21537574,0.99535544,1.49641738,30.26850398,0.9933802,1.83887984,2
11.79343894,0.99705335,1.14158297,20.00019123,0.99500955,1.48483619,16.47928564,0.99588384,1.19420029,26.1611472,0.99347227,1.54566719,2
9.27600744,0.99683758,1.11647999,19.39452361,0.99339714,1.51919886,13.79818882,0.99529761,1.19500478,17.8212639,0.99393276,1.45974314,2
12.71902095,0.99593097,1.27351199,25.38662927,0.99188977,1.69646503,19.67455087,0.9937082,1.38899478,26.04645045,0.99167898,1.72353022,2
10.69948548,0.99694359,1.10390632,18.66057449,0.99467624,1.48850811,12.13472535,0.99653688,1.14167451,18.64770829,0.99467995,1.41939453,2
4.36516284,0.99864734,0.8458665,10.19573972,0.99684488,1.19180511,7.35079369,0.99772302,0.94359064,10.59645209,0.99672087,1.1875827,2
9.27835825,0.99676775,1.09838895,18.95275181,0.99340666,1.49064443,14.63383983,0.99490402,1.19226525,19.93740547,0.99306411,1.47660576,2
7.9258925,0.99783317,1.07205946,15.23808751,0.99583992,1.40009619,11.31218746,0.99690843,1.09960335,16.69508782,0.99544215,1.41885948,2
6.92419737,0.99770856,0.99226488,12.70169186,0.99580234,1.30813984,9.80562029,0.99675613,1.02518829,14.84392897,0.99509437,1.32337222,2
6.54261741,0.99790233,0.95430089,14.32508938,0.99541368,1.28800127,10.49772348,0.99663544,1.00836137,14.1609637,0.99546622,1.26057294,2
7.72834706,0.99723444,1.05613024,16.91908258,0.99395445,1.52186057,12.39569893,0.99556594,1.23765473,16.85744998,0.99397647,1.5143313,2
8.63959278,0.99727499,1.07198811,24.44280712,0.99230161,1.55586396,19.55282481,0.99383518,1.26563658,23.19388348,0.99269497,1.5174759,2
6.4358068,0.99762288,0.9949956,15.8807119,0.99414278,1.51375183,12.3782585,0.99542973,1.24038654,16.19947152,0.99402521,1.46982015,2
12.72582847,0.99598812,1.25115709,29.74864259,0.99063497,1.7609158,23.54059915,0.99258132,1.45678865,30.24754063,0.99047792,1.75859791,2
7.41825959,0.99682127,0.99731942,16.7061847,0.99285182,1.39239888,12.64163014,0.9945853,1.13494336,16.51978992,0.99293157,1.40806586,2
6.56809644,0.99792386,1.04182673,15.22239928,0.99519509,1.43102453,11.33115778,0.99641968,1.12370547,15.22869234,0.9951931,1.41209126,2
7.23530115,0.99701164,0.93798405,17.18619196,0.99291202,1.34355328,13.52300438,0.99441694,1.08702077,17.42491883,0.99281357,1.32006536,2
11.65567821,0.99674432,1.27417538,22.14720318,0.99382278,1.73862932,16.7323763,0.99532808,1.45292436,23.17283901,0.99353672,1.79738195,2
11.76901478,0.99596818,1.19458329,26.025518,0.99109707,1.69132512,20.13856263,0.99310366,1.39000185,25.95374851,0.99112162,1.6605938,2
13.13196373,0.99639209,1.30016161,24.08065086,0.99339359,1.77698068,18.76941405,0.99484585,1.47427344,25.31199912,0.99305578,1.76911339,2
10.09472099,0.99694792,1.16249537,24.51905979,0.9925974,1.63644336,20.33204138,0.99385609,1.34979434,26.159177,0.99210223,1.64179768,2
9.74442477,0.99708353,1.16043962,24.39456224,0.99270926,1.63745936,20.71088637,0.99380439,1.36516468,26.57233255,0.99205839,1.6636283,2
10.91308549,0.99743552,1.24028241,21.73190358,0.99490058,1.76872321,16.14855615,0.99620708,1.44851602,22.36194378,0.99475274,1.73884565,2
9.35846331,0.99687041,1.10984796,22.16823027,0.99259704,1.59483923,15.52308734,0.99481468,1.2427711,19.5182099,0.99348206,1.52239754,2
6.17059497,0.99782351,0.96466452,13.87605874,0.99511281,1.39391902,12.06866588,0.99574529,1.16436829,16.62104293,0.99414602,1.4163948,2
5.1692084,0.99852217,0.94704403,14.19997373,0.99594599,1.41790722,10.30216308,0.99705596,1.12563279,12.78118185,0.99635105,1.35515624,2
6.95049215,0.99781747,0.99551051,14.44123868,0.99547151,1.36521393,11.30562994,0.99645133,1.09269856,15.62774356,0.99509944,1.35821585,2
11.67651154,0.99641492,1.18368933,26.01050775,0.99202551,1.6041127,17.63240639,0.99458866,1.26397356,21.98196298,0.99326061,1.55339348,2
10.90305934,0.99688845,1.18253803,23.85949744,0.99320038,1.62479211,18.23442902,0.99479835,1.3253353,24.31115695,0.99307167,1.63609954,2
5.39152319,0.99807804,0.90917261,14.80016921,0.9947318,1.34051492,12.33052499,0.99560642,1.100458,15.50692565,0.99448023,1.34230162,2
5.7776775,0.99792821,0.94150159,14.74438927,0.99472039,1.34361316,10.68196691,0.99617127,1.0873719,13.68658504,0.99509917,1.3533618,2
6.58947746,0.99739404,1.00099124,15.37476749,0.99392832,1.40060033,12.32923625,0.99512633,1.12727073,16.43623784,0.99350913,1.40950295,2
6.08963752,0.99751161,0.93694074,17.03149235,0.99305061,1.40102142,14.08685486,0.99424634,1.13444175,17.77775524,0.99274611,1.37308702,2
7.87334922,0.99658879,1.04769123,19.23091172,0.99168019,1.45084439,15.29110268,0.99337792,1.16983771,19.17747864,0.99170331,1.4631118,2
6.96434825,0.99748122,1.01256403,21.6047733,0.99219752,1.5712837,18.09564259,0.99345831,1.30344989,22.70831909,0.99179898,1.57625943,2
7.45180544,0.99655401,1.02521483,19.02095563,0.99121699,1.46532152,14.13470799,0.99346674,1.17970583,17.33501766,0.99199548,1.45819016,2
5.92508061,0.9983159,0.9278229,17.79814685,0.99494849,1.34299119,13.47141044,0.99617256,1.05197208,16.10947764,0.99542777,1.28808046,2
10.41057461,0.99762346,1.23203624,20.11779113,0.9954136,1.69442915,13.6447208,0.99688637,1.35639431,20.94194081,0.99522572,1.71052881,2
9.20202143,0.99726279,1.04813671,17.39513592,0.99483313,1.4057132,11.85346763,0.99647557,1.10747662,18.46030909,0.99451674,1.42215861,2
