contrast-1-0,dissimilarity-1-0,contrast-1-45,correlation-1-45,dissimilarity-1-45,contrast-1-90,correlation-1-90,dissimilarity-1-90,contrast-1-135,correlation-1-135,dissimilarity-1-135
-1.0368712164913767,-1.1363217878440248,-0.29233244862674734,-0.4086878540242501,-0.763516458197878,-0.17658274856305478,-0.534908611410272,-0.716729271581877,-0.5176994319197277,-0.12649861578596042,-1.050685883780119
-0.3937180423559053,-0.3094492948601823,-0.4522733441427105,-0.6990300059894056,-0.15904602119342595,-0.3327160356917073,-0.8116759223488118,-0.0035281015490739444,-0.3506792055662605,-0.7898606163423219,-0.02959074326573699
-0.28213486081020794,-0.034891512463752945,-0.4329427843468619,1.8217205015005014,-0.2478548892452251,-0.22273531922677592,1.6104133819095028,-0.3966456152464857,-0.050742165812830343,1.482684818686092,-0.25309530315776596
-0.3103433663103107,-0.3607523974640658,0.13520270851353688,0.5164193318953776,0.021843451380471154,-0.13451649410393104,0.795824140206611,-0.13569349764268507,-0.42618062331164147,1.1094091316201555,-0.3363985581975196
-0.4266427394193679,-0.6329292203794452,-0.6001269597656597,1.0258853253394529,-0.9372705948003773,-0.5388728348461141,0.9638079793699031,-1.001551028543701,-0.6017170702839636,1.030708860191397,-0.9389444754324354
0.45456219251365293,0.5057670480034542,0.22002722682276848,-0.033444633500198155,0.3172017713544763,0.17901302964552065,-0.000736436822715579,0.21894401182747483,0.20742241123778873,-0.024498133773561206,0.25032874904602415
-0.31612996575748353,-0.2210676248231733,-0.425804004598657,0.5723431266568297,-0.5157927419199034,-0.6963819598326311,0.8611632257556522,-0.72263038199311,-0.8426271742939873,1.0013334465298247,-0.629256301976619
0.004308328591026244,0.020770785254665174,0.4216010059084809,0.6975796912410451,0.23187857694771183,0.4405296619447419,0.6318737831894137,0.2245026193354045,0.22510622885944417,0.9014342432451671,0.09638436385687776
0.3584327401485093,0.5548342243822476,0.43289681724540113,-0.2267637061042455,0.8297715776356406,0.3638214593220053,-0.16110287701514947,0.8301334652832859,0.3719108703302929,-0.15829381699960354,0.7527864897685018
-0.7762390874988215,-0.52810472199871,-1.003929807422969,0.5884158989883403,-0.5706015792480706,-0.8700056070310226,0.48819614231233094,-0.39776367770812093,-0.7771660513743512,0.37344776243823247,-0.40721698341426443
2.087766923371049,2.12759002207335,2.05035145772471,-2.298928308164055,2.039822417424895,2.1133842921691857,-2.382032044769288,2.0533771137647454,2.0984977683473915,-2.3566883130442426,2.074352811306389
-1.210927616049248,-0.8600161533533779,-1.7436797542112827,0.23825737679614373,-1.2647265731575654,-1.7780155860259395,0.3900520676841913,-1.3835623934959462,-1.5950285084119957,0.13640374856268817,-1.115037911083726
-0.23207930882555527,0.008032601223029519,-0.5622668416324392,0.7825157404620565,-0.4104253284344971,-0.5064960482655295,0.728367092532786,-0.6338036354223855,-0.42121533066512507,0.6399194231880021,-0.36924009957884174
-0.2942082041364679,0.045506918676503444,-0.45556921294146124,-0.6759030287788163,-0.02496153158807379,-0.43718602307543836,-0.6646969060578982,-0.027102420114847273,-0.49251528892125557,-0.6041003411875382,-0.006997828008115212
-1.6719465171421222,-1.738495356369069,-1.7126733905195899,0.7029077217717051,-1.325513642375983,-1.7197325991393713,0.802551269330474,-1.0064642843701432,-1.6851633224378408,0.7134760951486265,-1.2323953207412968
1.768657860263196,1.9174700957032267,1.7162504244513006,-0.701580683182468,1.885707849241221,1.682553162484209,-0.6872247309385192,1.8312376281895226,1.7970932467464802,-0.8984452431260415,1.8781102035816428
0.9355121530045843,0.9487194689051472,1.0353755785760972,-0.797974873157466,0.9766361844720184,1.1407506816898534,-0.9857823011859906,1.0512085542026495,0.9785964105409196,-0.7395112471318083,0.9154780563534487
-0.8080028405958071,-0.7854211968879277,-1.1616114304531728,0.9296473525614142,-1.086652853781887,-1.1323522386484883,0.9415683820029789,-1.1934671579953755,-1.0730546696953442,0.864654997372493,-1.1171250578993968
-2.8424840826005844,-3.603187247747339,-2.6104723027802654,2.3066493125365266,-3.366581003430014,-2.5924870216977913,2.348888340350343,-3.0532607446409807,-2.7581299853630106,2.4016918422904956,-3.442046442326901
1.3338068895613266,1.4830771548614836,1.5224758559786367,-1.5553544476423593,1.6868567920829851,1.4772259421490797,-1.5153267353777766,1.6963368843469435,1.4560232349097042,-1.4785399786604376,1.697179959766862
-0.4019660041762967,-0.5303624503934852,-0.25241278863660443,-0.17400709214209462,-0.5472121949025148,-0.10952231970024776,-0.3405576362226211,-0.592928582044382,-0.13346215547819085,-0.3058835978383183,-0.6258114575430594
-0.5645895065594855,-0.37946988938289855,-0.42823643038101256,0.3597526659276165,-0.23068438705923403,-0.29104588587404917,0.20968387281668766,-0.02606780800334405,-0.2886109922335757,0.2094341287954631,-0.10081829833741174
0.9074903760295742,0.9504104965841261,0.9745082089813324,-1.364782934826138,0.9576615823212768,0.7169625269537199,-1.0331774927168462,0.7031356644653681,0.787103978909334,-1.111648056672809,0.8611853182449746
-0.790918890759979,-0.4031606701668105,-0.5011097588208212,1.1340000880797643,-0.16924715252665593,-0.35329631763184693,0.9765668469857559,-0.12855403541677546,-0.411400843616705,1.0454796739573453,-0.29379755399025215
0.1141061522494905,0.3086421604805455,-0.1760440511037763,-1.0740044534883741,0.29430307045316095,0.05972171259420467,-1.3438391752891268,0.46882691641544283,0.04782973223885746,-1.3119248363088838,0.4417185036887348
